msa,quarter,industry,company,CIK,STREET1,city,state,zip,ENTITYTYPE,JURISDICTIONOFINC,ACCESSIONNUMBER
pittsburgh,2024q3,Other Health Care,Renerva LLC,0001748198,2403 Sidney Street,pittsburgh,PA,15203,Limited Liability Company,DELAWARE,0000898432-24-000711
pittsburgh,2024q3,Pharmaceuticals,LIPELLA PHARMACEUTICALS INC.,0001347242,7800 SUSQUEHANNA ST.,pittsburgh,PA,15208,Corporation,DELAWARE,0001753926-24-001445
pittsburgh,2024q3,Biotechnology,"Impact Proteomics, LLC",0001804332,1406 BROWNING ROAD,pittsburgh,PA,15206,Limited Liability Company,PENNSYLVANIA,0000898432-24-000707
philadelphia,2024q3,Biotechnology,"Linnaeus Therapeutics, Inc.",0001752026,"30 WASHINGTON AVENUE, SUITE F",haddonfield,NJ,08033,Corporation,DELAWARE,0001752026-24-000001
pittsburgh,2024q3,Biotechnology,"Noveome Biotherapeutics, Inc.",0001478304,100 TECHNOLOGY DRIVE,pittsburgh,PA,15219,Corporation,DELAWARE,0001478304-24-000001
dallas,2024q3,Other Health Care,"Ophthalmology Surgery Center of Dallas, LLC",0001462766,10740 N. Central Expressway,dallas,TX,75231,Limited Liability Company,TEXAS,0001462766-24-000001
philadelphia,2024q3,Other Health Care,WETHRIVV LLC,0001964291,3805 OLD EASTON RD,doylestown,PA,18902,Limited Liability Company,PENNSYLVANIA,0001964291-24-000001
dallas,2024q3,Other Health Care,TPEG PROVEER SL INVESTORS I LLC,0001891223,2102 E State Hwy 114,southlake,TX,76092,Limited Liability Company,TEXAS,0001891223-24-000002
pittsburgh,2024q3,Biotechnology,Predictive Oncology Inc.,0001446159,91 43RD STREET,pittsburgh,PA,15201,Corporation,DELAWARE,0001446159-24-000001
dallas,2024q3,Other Health Care,"Greenville Surgery Center, LLC",0000802461,7150 GREENVILLE AVE.,dallas,TX,75231,Limited Liability Company,TEXAS,0000802461-24-000001
dallas,2024q3,Other Health Care,"North Dallas Surgical Center, LLC",0001499622,17980 DALLAS PARKWAY,dallas,TX,75287,Limited Liability Company,DELAWARE,0001499622-24-000002
dallas,2024q3,Other Health Care,"Mountain Health Technologies, Inc.",0001818919,1910 PACIFIC AVE #20000,dallas,TX,75201,Corporation,DELAWARE,0001818919-24-000002
atlanta,2024q3,Biotechnology,"Kinemo, Inc.",0002031497,1406 CENTRA VILLA DRIVE SW,atlanta,GA,30311,Corporation,DELAWARE,0002031497-24-000001
pittsburgh,2024q3,Pharmaceuticals,SirnaMed Therapeutics Inc.,0002031257,1707 DAWN DR.,sewickley,PA,15143,Corporation,DELAWARE,0002031257-24-000001
philadelphia,2024q3,Other Health Care,Pacto Medical Inc.,0002030653,"131 CONTINENTAL DRIVE, SUITE 305",newark,DE,19713,Corporation,DELAWARE,0002030653-24-000001
dallas,2024q3,Biotechnology,"Aakha Biologics, Inc.",0002030720,5680 FRISCO SQ. BLVD.,frisco,TX,75034,Corporation,DELAWARE,0002030720-24-000001
pittsburgh,2024q3,Other Health Care,"PeopleOne Health, Inc.",0001681977,362 Terrace Place,oakmont,PA,15139,Corporation,DELAWARE,0001681977-24-000002
philadelphia,2024q3,Pharmaceuticals,"Virpax Pharmaceuticals, Inc.",0001708331,"1055 WESTLAKES DRIVE, SUITE 300",berwyn,PA,19312,Corporation,DELAWARE,0001213900-24-061018
atlanta,2024q3,Biotechnology,"NovAb, Inc.",0001685163,1860 MONTREAL ROAD,tucker,GA,30084,Corporation,GEORGIA,0001685163-24-000001
baltimore,2024q3,Other Health Care,"EpiWatch, Inc.",0001861587,1812 ASHLAND AVENUE,baltimore,MD,21205,Corporation,DELAWARE,0001861587-24-000002
philadelphia,2024q3,Other Health Care,"Excision Medical, Inc.",0001955031,"50 THREE TUN ROAD, SUITE 2",malvern,PA,19355,Corporation,DELAWARE,0001955031-24-000003
philadelphia,2024q3,Biotechnology,"Eliem Therapeutics, Inc.",0001768446,"PMB #117, 2801 CENTERVILLE ROAD 1ST FL",wilmington,DE,19808,Corporation,DELAWARE,0001768446-24-000002
philadelphia,2024q3,Biotechnology,"Eliem Therapeutics, Inc.",0001768446,"PMB #117, 2801 CENTERVILLE ROAD 1ST FL",wilmington,DE,19808,Corporation,DELAWARE,0001768446-24-000001
dallas,2024q3,Other Health Care,"Legacy Ventures, LLC",0001736238,5800 Granite Parkway,plano,TX,75024,Limited Liability Company,TENNESSEE,0001736238-24-000001
philadelphia,2024q3,Biotechnology,Gnosko Bio Inc.,0002028853,256 UPPER GULPH ROAD,wayne,PA,19087,Corporation,DELAWARE,0002028853-24-000001
philadelphia,2024q4,Biotechnology,"REVNA BIOSCIENCES, INC.",0002048552,300 WELSH ROAD,horsham,PA,19044,Corporation,DELAWARE,0002048552-24-000001
philadelphia,2024q4,Other Health Care,"Waypoint Orthopedics, Inc.",0001828399,"7 GREAT VALLEY PARKWAY, SUITE 295",malvern,PA,19355,Corporation,DELAWARE,0001828399-24-000002
pittsburgh,2024q4,Other Health Care,"Peca Labs, Inc.",0001641404,"4424 PENN AVENUE, SUITE 201",pittsburgh,PA,15224,Corporation,DELAWARE,0001641404-24-000002
atlanta,2024q4,Other Health Care,"Panda Health, Inc.",0002050036,"800 BATTERY AVENUE, SUITE 100",atlanta,GA,30339,Corporation,DELAWARE,0002050036-24-000001
dallas,2024q4,Other Health Care,"Launchpad Vision, Inc.",0002049716,1529 VILLARS ST,dallas,TX,75204,Corporation,DELAWARE,0002049716-24-000001
atlanta,2024q4,Biotechnology,"Micron Biomedical, Inc.",0001957384,"575 Fourteenth Street, NW",atlanta,GA,30318,Corporation,DELAWARE,0000945621-24-001032
philadelphia,2024q4,Biotechnology,"Linnaeus Therapeutics, Inc.",0001752026,"30 WASHINGTON AVENUE, SUITE F",haddonfield,NJ,08033,Corporation,DELAWARE,0001752026-24-000002
philadelphia,2024q4,Other Health Care,"Toetal Solutions, Inc.",0001888204,"7 GREAT VALLEY PARKWAY, SUITE 295",malvern,PA,19355,Corporation,DELAWARE,0001888204-24-000007
dallas,2024q4,Other Health Care,"Texas Health Surgery Center Preston Plaza, LLC",0001637004,17950 PRESTON ROAD,dallas,TX,75252,Limited Liability Company,TEXAS,0001637004-24-000001
dallas,2024q4,Biotechnology,"Gregor Diagnostics, Inc.",0001746381,5910 N. Central Expressway,dallas,TX,75206,Corporation,DELAWARE,0001746381-24-000001
pittsburgh,2024q4,Other Health Care,"Contra Healthcare Solutions, LLC",0001880961,9038 AUDUBON DRIVE,gibsonia,PA,15044,Limited Liability Company,DELAWARE,0001880961-24-000001
philadelphia,2024q4,Other Health Care,Pression LLC,0001853095,190 W. Lincoln Highway,coatesville,PA,19320,Limited Liability Company,PENNSYLVANIA,0001853095-24-000003
atlanta,2024q4,Other Health Care,"Huxley Medical, Inc.",0001869701,1465 NORTHSIDE DRIVE NW,atlanta,GA,30318,Corporation,DELAWARE,0001869701-24-000004
atlanta,2024q4,Other Health Care,"CHILDRENS HEALTHCARE OF ATLANTA SURGERY CENTER AT MERIDIAN MARK PLAZA, LLC",0001200058,5445 MERIDIAN MARK ROAD NE,atlanta,GA,30342,Limited Liability Company,GEORGIA,0001200058-24-000001
philadelphia,2024q4,Other Health Care,"Avkin, Inc.",0001705502,103 S. JAMES STREET,wilmington,DE,19804,Corporation,DELAWARE,0001705502-24-000001
philadelphia,2024q4,Pharmaceuticals,"Aclaris Therapeutics, Inc.",0001557746,701 LEE ROAD,wayne,PA,19087,Corporation,DELAWARE,0001231919-24-000093
philadelphia,2024q4,Other Health Care,"RxWare, Inc.",0001790134,1313 NORTH MARKET STREET,wilmington,DE,19801,Corporation,DELAWARE,0001790134-24-000005
baltimore,2024q4,Biotechnology,"Drizzle Health, LLC",0002045956,3107 TILDEN DRIVE,baltimore,MD,21211,Limited Liability Company,DELAWARE,0002045956-24-000001
baltimore,2024q4,Biotechnology,Gliknik Inc,0001411569,801 WEST BALTIMORE STREET,baltimore,MD,21201,Corporation,DELAWARE,0001411569-24-000002
pittsburgh,2024q4,Other Health Care,Garden Club Penn LLC,0002044534,2920 NEW BEAVER AVENUE,pittsburgh,PA,15233,Limited Liability Company,DELAWARE,0002044534-24-000001
baltimore,2024q4,Biotechnology,"Sonavex, Inc.",0001645892,2835 O'Donnell Street,baltimore,MD,21224,Corporation,DELAWARE,0001645892-24-000001
philadelphia,2024q4,Pharmaceuticals,"Esanik Therapeutics, Inc.",0002044524,7 RAPPS RUN DRIVE,malvern,PA,19355,Corporation,DELAWARE,0002044524-24-000001
philadelphia,2024q4,Other Health Care,"ChemoMouthpiece, LLC",0001977151,3411 SILVERSIDE ROAD,wilmington,DE,19810,Limited Liability Company,DELAWARE,0001977151-24-000005
philadelphia,2024q4,Other Health Care,"Excision Medical, Inc.",0001955031,"50 THREE TUN ROAD, SUITE 2",malvern,PA,19355,Corporation,DELAWARE,0001955031-24-000005
atlanta,2024q4,Biotechnology,"Mach5 Therapeutics, Inc.",0002018014,650 PONCE DE LEON AVE,atlanta,GA,30308,Corporation,DELAWARE,0001493152-24-043506
philadelphia,2024q4,Other Health Care,"Thrive Health Holdings, Inc.",0001992415,2810 N CHURCH ST,wilmington,DE,19802,Corporation,DELAWARE,0001200876-24-000027
philadelphia,2024q4,Other Health Care,"Holistic Health Holdings, Inc.",0001856479,2810 N. Church St.,wilmington,DE,19802,Corporation,DELAWARE,0001856479-24-000001
philadelphia,2024q4,Biotechnology,"VITARA BIOMEDICAL, INC.",0001811355,2301 Chestnut Street,philadelphia,PA,19103,Corporation,DELAWARE,0001811355-24-000001
dallas,2024q4,Other Health Care,"KLOWEN BRACES, INC.",0001853519,1900 Firman Drive,richardson,TX,75081,Corporation,DELAWARE,0001853519-24-000001
dallas,2024q4,Other Health Care,"Contractual Holdco Management, LLC",0001998221,"301 COMMERCE STREET, SUITE 3300",fort worth,TX,76102,Limited Liability Company,DELAWARE,0001998221-24-000002
baltimore,2024q4,Pharmaceuticals,"Pharmaceutics International, Inc.",0001684470,10819 GILROY ROAD,hunt valley,MD,21030,Corporation,DELAWARE,0001684470-24-000003
philadelphia,2024q4,Biotechnology,Vistim Labs Inc.,0001960015,2093 Philadelphia Pike #3690,claymont,DE,19703,Corporation,DELAWARE,0001960015-24-000001
baltimore,2024q4,Other Health Care,"EpiWatch, Inc.",0001861587,1812 ASHLAND AVENUE,baltimore,MD,21205,Corporation,DELAWARE,0001861587-24-000003
baltimore,2024q4,Biotechnology,"Iyuda Therapeutics, Inc.",0001993594,3217 Hunting Tweed Dr.,owings mills,MD,21117,Corporation,DELAWARE,0001993594-24-000001
dallas,2024q4,Other Health Care,"Team Velu Horizon Holdings, LLC",0002041237,10801 MARBLE FALLS PL,mckinney,TX,75071,Limited Liability Company,TEXAS,0002041237-24-000001
pittsburgh,2024q4,Other Health Care,RIMSYS Inc.,0001810104,100 S. COMMONS,pittsburgh,PA,15212,Corporation,DELAWARE,0001810104-24-000001
pittsburgh,2024q4,Biotechnology,LyGenesis Inc.,0001739872,1710 Murray Ave,pittsburgh,PA,15217,Corporation,DELAWARE,0000898432-24-000826
atlanta,2024q4,Other Health Care,"Purity-Chapters JV, LLC",0002039568,3940 BIMINI CV,duluth,GA,30096,Limited Liability Company,DELAWARE,0002039568-24-000001
pittsburgh,2024q4,Other Health Care,Deep Rx Inc.,0002038422,1609 BRIARWOOD DRIVE,pittsburgh,PA,15237,Corporation,DELAWARE,0002038422-24-000001
philadelphia,2024q4,Other Health Care,ColdVentures LLC,0002032974,"101 WEST ELM STREET, SUITE 400",conshohocken,PA,19428,Limited Liability Company,DELAWARE,0002032974-24-000001
dallas,2025q1,Other Health Care,"Denton Surgery Center, LLC",0001603417,207 N. BONNIE BRAE STREET,denton,TX,76210,Limited Liability Company,TEXAS,0001603417-25-000002
philadelphia,2025q1,Pharmaceuticals,"PRG FlowChem, Inc.",0002063378,880 ENTERPRISE DRIVE,royersford,PA,19468,Corporation,DELAWARE,0002063378-25-000001
dallas,2025q1,Other Health Care,"Sonara Health, Inc.",0001947982,3773 VALLEY RIDGE RD.,dallas,TX,75220,Corporation,DELAWARE,0001947982-25-000001
baltimore,2025q1,Biotechnology,"Capsulomics, Inc.",0001800623,1450 S ROLLING ROAD,halethorpe,MD,21227,Corporation,MARYLAND,0001800623-25-000002
dallas,2025q1,Biotechnology,Pharmesol Inc.,0001962684,412 CEDAR CREST DRIVE,coppell,TX,75019,Corporation,DELAWARE,0001962684-25-000001
baltimore,2025q1,Other Health Care,"SOMMOS, INC",0002061478,41 N. HOWARD STREET,baltimore,MD,21201,Corporation,DELAWARE,0002061478-25-000002
philadelphia,2025q1,Biotechnology,"Durin Life Sciences, Inc.",0001797306,2 MEDICAL CENTER DR #213A,stratford,NJ,08084,Corporation,NEW JERSEY,0001797306-25-000002
philadelphia,2025q1,Other Health Care,"AVP Holdings, LLC / Delaware",0002058053,2093 PHILADELPHIA PIKE,claymont,DE,19703,Limited Liability Company,DELAWARE,0002058053-25-000002
philadelphia,2025q1,Pharmaceuticals,"NextEvo, Inc.",0002053885,181 WASHINGTON STREET,conshohocken,PA,19428,Corporation,DELAWARE,0002053885-25-000003
philadelphia,2025q1,Biotechnology,Chimeron Bio Corp,0001837360,"601 WALNUT STREET, SUITE 715",philadelphia,PA,19106,Corporation,DELAWARE,0001879785-25-000013
atlanta,2025q1,Other Health Care,"Brij Medical, Inc.",0001872429,425 FRANKLIN GATEWAY SE,marietta,GA,30067,Corporation,DELAWARE,0001140361-25-008652
baltimore,2025q1,Biotechnology,"Infinity Bio, Inc.",0001982572,6200 SEAFORTH ST.,baltimore,MD,21224,Corporation,UNITED STATES,0001982572-25-000001
dallas,2025q1,Other Health Care,"Fruit Street Health, P.B.C.",0001609428,5601 Bridge St,fort worth,TX,76112,Corporation,DELAWARE,0001609428-25-000001
philadelphia,2025q1,Biotechnology,"NRX Pharmaceuticals, Inc.",0001719406,1201 ORANGE STREET,wilmington,DE,19801,Corporation,DELAWARE,0001437749-25-006621
philadelphia,2025q1,Biotechnology,"StimuSIL, Inc.",0001939123,"2810 Church Street, PMB 78535",wilmington,DE,19802,Corporation,DELAWARE,0001939123-25-000002
baltimore,2025q1,Biotechnology,"MDC - Verte Fund, LLC",0001880432,300 W PRATT ST,baltimore,MD,21201,Limited Liability Company,DELAWARE,0001880432-25-000001
philadelphia,2025q1,Biotechnology,Chimeron Bio Corp,0001837360,"601 WALNUT STREET, SUITE 715",philadelphia,PA,19106,Corporation,DELAWARE,0001879785-25-000012
dallas,2025q1,Other Health Care,Resilient Heathcare Corp,0002058082,5600 TENNYSON PKWY,plano,TX,75024,Corporation,DELAWARE,0002058082-25-000001
philadelphia,2025q1,Other Health Care,"AVP Holdings, LLC / Delaware",0002058053,2093 PHILADELPHIA PIKE,claymont,DE,19703,Limited Liability Company,DELAWARE,0002058053-25-000001
philadelphia,2025q1,Biotechnology,"Castle Creek Biosciences, Inc.",0001756702,405 Eagleview Boulevard,exton,PA,19341,Corporation,DELAWARE,0001756702-25-000001
baltimore,2025q1,Biotechnology,"Flavocure Biotech, Inc.",0001960342,701 E PRATT ST,baltimore,MD,21202,Corporation,DELAWARE,0001683168-25-001151
baltimore,2025q1,Other Health Care,"Porter Cares, Inc.",0001902512,300 E Lombard Street,baltimore,MD,21202,Corporation,MARYLAND,0001116354-25-000001
pittsburgh,2025q1,Pharmaceuticals,Neuro-Innovators LLC,0001960774,804 PERSIMMON RD.,sewickley,PA,15143,Corporation,PENNSYLVANIA,0001960774-25-000002
baltimore,2025q1,Biotechnology,"ELIXIRGEN THERAPEUTICS, INC.",0001744333,855 N. WOLFE ST.,baltimore,MD,21205,Corporation,DELAWARE,0001744333-25-000001
atlanta,2025q1,Biotechnology,"NovAb, Inc.",0001685163,1860 MONTREAL ROAD,tucker,GA,30084,Corporation,GEORGIA,0001685163-25-000001
dallas,2025q1,Other Health Care,"Alacura Holdings, Inc.",0001756387,12225 Greenville Ave. #650,dallas,TX,75243,Corporation,DELAWARE,0001393725-25-000022
philadelphia,2025q1,Pharmaceuticals,"Seneca Therapeutics, Inc.",0001778151,202 ST. ANDREWS COURT,blue bell,PA,19422,Corporation,DELAWARE,0001778151-25-000001
baltimore,2025q1,Other Health Care,"Impruvon, Inc.",0002052407,2101 E. BIDDLE STREET,baltimore,MD,21213,Corporation,DELAWARE,0002052407-25-000001
philadelphia,2025q1,Biotechnology,"Toby, Inc.",0002053723,1207 DELAWARE AVE,wilmington,DE,19806,Corporation,DELAWARE,0002053723-25-000001
philadelphia,2025q1,Other Health Care,"HELIUS MEDICAL TECHNOLOGIES, INC.",0001610853,642 NEWTOWN YARDLEY ROAD,newtown,PA,18940,Corporation,DELAWARE,0001104659-25-008163
pittsburgh,2025q1,Other Health Care,Carmell Corp,0001842939,2403 SIDNEY STREET,pittsburgh,PA,15203,Corporation,DELAWARE,0000898432-25-000072
philadelphia,2025q1,Pharmaceuticals,"NextEvo, Inc.",0002053885,181 WASHINGTON STREET,conshohocken,PA,19428,Corporation,DELAWARE,0002053885-25-000002
baltimore,2025q1,Biotechnology,Gliknik Inc,0001411569,801 WEST BALTIMORE STREET,baltimore,MD,21201,Corporation,DELAWARE,0001411569-25-000001
baltimore,2025q1,Pharmaceuticals,OS Therapies Inc,0001795091,115 Pullman Crossing Road,grasonville,MD,21638,Corporation,DELAWARE,0001795091-25-000004
philadelphia,2025q1,Other Health Care,TRI-COUNTY SURGERY CENTER LLC,0000944907,319 SECOND STREET PIKE,southampton,PA,18966,Limited Liability Company,PENNSYLVANIA,0000944907-25-000005
philadelphia,2025q1,Other Health Care,TRI-COUNTY SURGERY CENTER LP,0000944907,319 SECOND STREET PIKE,southampton,PA,18966,Limited Partnership,PENNSYLVANIA,0000944907-25-000003
philadelphia,2025q1,Other Health Care,"Fovea Investment Holdings, LLC",0002051407,"C/O CENCORA, INC.",conshohocken,PA,19428,Limited Liability Company,DELAWARE,0002051407-25-000001
philadelphia,2025q1,Biotechnology,"ImmunoGenesis, Inc.",0002018057,"263 North Main St., Apt 417",doylestown,PA,18901,Corporation,DELAWARE,0002018057-25-000001
pittsburgh,2025q1,Other Health Care,Carmell Corp,0001842939,"2403 SIDNEY STREET, SUITE 300",pittsburgh,PA,15203,Corporation,DELAWARE,0000898432-25-000040
philadelphia,2025q1,Pharmaceuticals,"Galera Therapeutics, Inc.",0001563577,45 Liberty Boulevard,malvern,PA,19355,Corporation,DELAWARE,0000950123-25-000263
philadelphia,2025q1,Pharmaceuticals,"Galera Therapeutics, Inc.",0001563577,45 Liberty Boulevard,malvern,PA,19355,Corporation,DELAWARE,0000950123-25-000248
dallas,2025q1,Other Health Care,"Texas Health Surgery Center Bedford, LLC",0001706019,1605 AIRPORT FREEWAY,bedford,TX,76021,Limited Liability Company,TEXAS,0001706019-25-000001
dallas,2025q1,Other Health Care,"North Texas Renal Management VI, LLC",0001757727,1505 LBJ FREEWAY,dallas,TX,75234,Limited Liability Company,TEXAS,0001721564-25-000002
pittsburgh,2025q1,Pharmaceuticals,LIPELLA PHARMACEUTICALS INC.,0001347242,7800 SUSQUEHANNA ST.,pittsburgh,PA,15208,Corporation,DELAWARE,0001753926-25-000060
dallas,2025q1,Other Health Care,"North Texas Renal Management V, LLC",0001721564,1505 LBJ FREEWAY,dallas,TX,75234,Limited Liability Company,TEXAS,0001721564-25-000001
atlanta,2025q1,Other Health Care,"Pan-Am Dental Holdings, LLC",0002010510,2727 PACES FERRY ROAD SE,atlanta,GA,30339,Limited Liability Company,DELAWARE,0002010510-25-000001
atlanta,2025q1,Other Health Care,"Pan-Am Acquisition, LLC",0002010634,2727 PACES FERRY ROAD SE,atlanta,GA,30339,Limited Liability Company,DELAWARE,0002010634-25-000001
atlanta,2025q2,Other Health Care,Providence Dental Partners LLC,0002004245,1000 WILLIAMS MILL ROAD NE,atlanta,GA,30306,Limited Liability Company,DELAWARE,0002004245-25-000003
dallas,2025q2,Other Health Care,"North Dallas Surgical Center, LLC",0001499622,17980 DALLAS PARKWAY,dallas,TX,75287,Limited Liability Company,DELAWARE,0001499622-25-000002
dallas,2025q2,Biotechnology,"EtiraRX, Inc.",0001996442,3060 Pegasus Park Drive,dallas,TX,75247,Corporation,DELAWARE,0001996442-25-000002
dallas,2025q2,Biotechnology,Bodark Investment Group LP,0002073396,6601 HILLCREST AVENUE,dallas,TX,75205,Limited Partnership,TEXAS,0002073396-25-000002
pittsburgh,2025q2,Other Health Care,Deep Rx Inc.,0002038422,1609 BRIARWOOD DRIVE,pittsburgh,PA,15237,Corporation,DELAWARE,0002038422-25-000001
dallas,2025q2,Other Health Care,Diabetes Reversal Group LLC,0002072089,750 N. ST. PAUL STREET,dallas,TX,75201,Limited Liability Company,TEXAS,0002072089-25-000001
baltimore,2025q2,Biotechnology,"EPOCH Epigenetics, Inc.",0002068186,4 N. MARTIN LUTHER KING JR. BLVD.,baltimore,MD,21201,Corporation,DELAWARE,0001231919-25-000075
philadelphia,2025q2,Pharmaceuticals,"AltrixBio, Inc.",0002040517,CORPORATION TRUST CENTER 1209 ORANGE ST,wilmington,DE,19801,Corporation,DELAWARE,0001080368-25-000013
philadelphia,2025q2,Pharmaceuticals,"Maxona Pharmaceuticals, Inc.",0001857448,101 Lindenwood Drive,malvern,PA,19355,Corporation,DELAWARE,0001857448-25-000002
philadelphia,2025q2,Other Health Care,"My Diabetes Health, Inc.",0002069898,251 LITTLE FALLS DRIVE,wilmington,DE,19808,Corporation,DELAWARE,0002069898-25-000001
philadelphia,2025q2,Biotechnology,"BioCurie, Inc.",0002072544,112 SOUTH FRENCH STREET,wilmington,DE,19801,Corporation,DELAWARE,0002072544-25-000001
atlanta,2025q2,Other Health Care,"Huxley Medical, Inc.",0001869701,1465 NORTHSIDE DRIVE NW,atlanta,GA,30318,Corporation,DELAWARE,0001869701-25-000001
dallas,2025q2,Biotechnology,"GRADALIS, INC.",0001457915,2545 Golden Bear Drive,carrollton,TX,75006,Corporation,DELAWARE,0001457915-25-000003
philadelphia,2025q2,Biotechnology,Aevumed Inc.,0002065988,109 GREAT VALLEY PARKWAY,malvern,PA,19355,Corporation,DELAWARE,0002065988-25-000004
philadelphia,2025q2,Biotechnology,Aevumed Inc.,0002065988,109 GREAT VALLEY PARKWAY,malvern,PA,19355,Corporation,DELAWARE,0002065988-25-000003
philadelphia,2025q2,Biotechnology,Aevumed Inc.,0002065988,109 GREAT VALLEY PARKWAY,malvern,PA,19355,Corporation,DELAWARE,0002065988-25-000002
philadelphia,2025q2,Biotechnology,Aevumed Inc.,0002065988,109 GREAT VALLEY PARKWAY,malvern,PA,19355,Corporation,DELAWARE,0002065988-25-000001
